Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g)
keto,Priya’s #Keto Chocolate and Peanut Butter Fingers recipes,american,-0.604639411488879,-0.11346804170193657,0.13638641577323257
keto,Priya's Yummy Keto Yogurt Soup - Vegetarian Recipe,american,-0.863906628834578,-0.7472114867344375,-0.819463508077857
keto,Keto Lo Mein - Low Carb & Gluten Free,chinese,-0.09267575249481623,-0.3230482523671283,-0.5058431688811285
keto,"Low Carb Salmon Cakes (Keto, Grain Free)",nordic,6.389450157466123,-0.7470501056687302,3.1440783655363744
keto,Easy Keto Broccoli Slaw Recipe (Low Carb a,american,-0.8006489916127751,-0.6622712524838374,-0.3451424361822563
keto,Sara louise's Keto Sweet Chicken And Jalapeno Slices,american,2.252645695135371,-0.1983006885753984,0.0729088072912623
keto,"Easy Keto Tuna Salad - Low Carb, Paleo, Wh",american,0.43977981714856307,-0.809665959163156,-0.6377127813404476
keto,Keto Pork Chops al Pastor - Low Carb,italian,0.2760672701132634,-0.7486101226372339,0.28316302790186615
keto,Keto Grain-free Bacon and Shrimp Risotto recipes,italian,-0.539265761754375,-0.7084262372761204,-0.8057851072823872
keto,"Roasted Radish Hash (AIP, Paleo, Keto, Low-FODMAP)",american,-0.8821711578915775,-0.7113848901474207,-0.7902228548803557
keto,"Moo Goo Gai Pan | Keto, Gluten Free",chinese,1.77175400935413,-0.013035225143437424,-0.4020675173370556
keto,Keto Low-Carb Creamy Garlic Shrimp Alfredo,italian,0.34678663566932827,-0.6413993013190289,0.48907619915821904
keto,Crock-Pot Beef Stew {Keto/Low Carb},american,0.849840768294123,-0.40201738718655883,-0.39297588567060565
keto,Keto Nutty Chocolate Cups - Delicious Low Carb Snack,american,-0.2321098401738605,0.009181568235598684,0.33902332336600005
keto,"Gluten Free, Keto Friendly, Low Carb, Pie crust",british,-0.44270876972743306,-0.2681248963380829,0.13736929487230828
keto,"Fish and Leek Saute Recipe [Paleo, AIP, Keto]",mediterranean,-0.3714325587732889,-0.7431769600917554,-0.8129928873422754
keto,"Greek Chicken Burgers (Paleo, Whole30, Keto, AIP)",mediterranean,0.13674455151383505,-0.5738344284762463,-0.34727200756358684
keto,KETO LOW CARB GREEN THAI CHICKEN CURRY,south east asian,1.4287372441373118,0.5049979957769415,2.2935603184695608
keto,"Paleo Egg Frittata Muffins Recipe [Keto, Dairy-Free]",american,-0.38268083581448986,-0.7267698850781815,-0.48847897146412494
keto,Low Carb and Keto Chicken Alfredo Pasta Re,italian,0.6467035670748127,-0.1839915674160193,1.3013438679526712
keto,Sara Louise's Keto Korean Beef Zo Mein,italian,1.5257397124827172,-0.5106806380961295,-0.012192141370372857
keto,Keto Smoky Chicken and Vegetable Sheet Pan Dinner,british,1.430185042172318,-0.301799745382336,0.9842015453175882
keto,Instant pot or Foodi Keto Steak Rolls and Asparagus,french,1.2386302252330557,-0.6407537770561997,0.43387115642680235
keto,"Crispy Air Fryer Pork Chops | Keto, Gluten Free",nordic,0.9420543662160469,-0.7495246153429086,-0.2618434325355932
keto,"Paleo Passion Fruit Side Salad Recipe [Keto, AIP]",italian,-0.9041108665758999,-0.7766366343817321,-0.8681160234821027
keto,Keto Low Carb Baked Crack Chicken Cups Recipe,american,2.5596902476362695,-0.7518915376399488,-0.02013708075456785
keto,"Strawberry Matcha Chia Pudding Recipe [Paleo, Keto, Vegan]",british,-0.8556653169430051,-0.7444142149288445,-0.6306688144637386
keto,"Turkey and Summer Vegetable Soup (Paleo, Whole30 + Keto)",american,1.7720881165929776,0.02273757775501037,-0.05150730533339966
keto,Keto low carb vanilla and Chocolate Fudgesicle #ketolicious,american,-0.7467463570787036,-0.6269825927825116,0.577862944441388
keto,Sausage Cheese Balls – Low Carb / Keto Friendly Recipe,american,0.2801879260590499,0.7511579146691174,-0.1643745885439225
keto,Sara Louise's Keto Thai Coconut Curry Soup,south east asian,-0.575683450788758,-0.00582687087517876,1.377762717905805
keto,"Keto Cauliflower Hash Browns (Grain Free, Low Carb)",french,-0.42266233539658,-0.7137518124444608,-0.7180631476898837
keto,Keto Lime Pork Chops {Crock Pot Meals} recipes,american,2.883774269318393,-0.7172484022014519,-0.17354812680196213
keto,Air Fryer Keto Low Carb Fried Chicken Recipe,american,1.6943524990211143,-0.704176535879162,0.07356406002397939
keto,The Best Keto Low Carb Vegetable Soup Recipe,american,-0.06839729313856084,0.19095044191056856,-0.5017478393016465
keto,Keto Fathead Pizza and Pigs in a Blanket (GAPS too!),italian,0.4657288126990561,-0.6638312694523412,0.34967118027265326
keto,"Raw Italian Cauliflower Salad Recipe [Paleo, Keto, AIP]",italian,-0.8760458585127058,-0.745221120257381,-0.7196193729300868
keto,"Gluten Free, Keto Friendly, Low Carb, Pound Cake",french,0.41249439264267973,1.1632713627969495,1.8395520812881907
keto,"keto broccoli salad - Low Carb, Gluten-Free, Ketogenic",american,-0.28244866416022474,-0.6587208690382772,1.366131981900076
keto,"Air Fryer Keto Fried Chicken | Paleo, Gluten Free",american,2.263003019539645,-0.6897060336540756,1.1904423429403
keto,"Keto Cauliflower Pizza Crust | Thin, Crispy, Dairy Free",italian,-0.5589780888463806,-0.5241290602384031,-0.6514730887275069
keto,Keto Mongolian Beef | Instant Pot or Slow Cooker,asian,1.4016745577906602,-0.6559773909212534,-0.08123939808043877
keto,Keto BBQ Chicken Pizza (Dairy Free Crust) recipes,italian,0.3895523622418146,-0.3179916456416334,0.012216022923339545
keto,Shan's Wilted Spinach Salad (Keto/Low carb friendly),american,-0.7803798191226905,-0.7219284531069631,-0.8562395677016049
keto,Keto Eggs Benedict Casserole with Easy Hollandaise Sauce,french,1.4857582129006268,-0.40605191382924094,2.289383082298489
keto,Keto Collard Greens with Burst Cherry Tomatoes [Recipe] recipes,south american,-0.6397206715678718,-0.6544711676413187,-0.6608104401687259
keto,"Keto Beef Barley Soup - Instant Pot, Whole 30",american,2.9228648162635564,-0.4561338378870678,0.30101866486840756
keto,Cheese spinach stuffed chicken breast (keto / low carb),british,1.480523866158682,-0.7795414935644631,-0.3351498320083203
keto,Herb-loaded keto pork meatballs with zucchini noodles,asian,2.521379284248417,4.815432467129906,0.35974569103817877
keto,keto Low Carb Hot Tuscan Chicken casserole #ketolicious,italian,0.318721627606134,-0.6923419243939611,1.0397342144153636
keto,"Easy Keto Basil Pesto Recipe [Dairy-Free, No Cheese]",italian,-0.8211409022620916,-0.7563564137911835,-0.8583691390829356
keto,Keto Chicken Breast Pot Pie with Cauliflower Crust,british,0.2343038652573196,-0.42434176794273304,0.07495647208100327
keto,Aunt Rocky’s Strawberry Crème Fraîche Instant Keto Dessert,french,-0.9164728344132593,-0.762327513222353,-0.8702455948634333
keto,"Cauliflower Tabouli (Tabbouleh) Salad Recipe [Paleo, Keto, AIP]",middle eastern,-0.8920830059773881,-0.7512998070656887,-0.8455098042033623
keto,Oven-Baked Keto Chicken Thighs with Creamed Spinach and Mushrooms,american,3.1216586233778485,-0.3314938614724761,3.068560488090727
keto,Paleo Beef with Broccoli (Whole30/Keto friendly) recipes,italian,0.24956142916469112,-0.3914738242270164,0.12639381159929658
keto,Sara Louise's Keto Creamy Lemon Fillet Of Fish,american,1.2610154102358417,-0.6388709979562814,0.7981916758175175
keto,"Keto Chicken Sausage Salad with Bacon, Cheese, and Avocado",american,-0.3905880404672152,-0.5614080864167855,0.2694846271063963
keto,Keto Cheddar Biscuits with Coconut Flour and Sesame Flour,american,2.158761561019209,-0.5289166985210525,1.1864289199524076
keto,"Crunchy Salad Toppers (Whole30, Paleo, GF, Keto, Vegan)",american,-0.5452796920536309,-0.7054137907162511,-0.3669295895451003
keto,Ketogenic Til Laddoo or Sesame Sweet | Indian Keto Dessert,indian,-0.6917300317484737,-0.6509745778843277,-0.13587109467072814
keto,"Low Carb Onion Rings - Gluten-Free, Keto recipes",american,0.3563643765162914,-0.5412892468919442,0.5392030332110783
keto,"Keto Chicken Cabbage Casserole (Low Carb, Primal, GAPS)",middle eastern,1.2392984397107507,-0.5788910352017412,0.3430367463538925
keto,Thai Chicken Wings - Peak Gai Yang - Keto - LCHF,south east asian,-0.7973079192242997,-0.6784093590545658,-0.8030002831683395
keto,"Avocado Cucumber Ginger Salad Recipe [Paleo, Keto, AIP]",american,-0.8858463375189005,-0.7157421789215173,-0.7581154709772172
keto,Keto Lemon Chicken with Asparagus | Easy Low Carb Recipe,british,0.6690887520775984,-0.6474779881273365,0.28652119815704136
keto,"Low-Carb, Keto Tarts With Berries And Mascarpone Cream",american,-0.15571065155738734,-0.31309641998184584,1.2614553578485168
keto,Keto Beef Rags – Low Carb & Diabetic Friendly recipes,british,1.996942288337379,-0.7009489145650164,1.4441070570934122
keto,"Parmesan Chicken Nuggets Recipe – Low Carb, Keto Diet recipes",american,0.41160344000575294,-0.7885788332440711,0.01762185796825582
keto,Keto Roasted Raan | Delicious Low-Carb Lamb Recipe,british,2.0440514090148834,-0.4161113335916616,2.116478267452761
keto,Sara Louise's Keto Smoked Salmon and Feta Cheese Quiche,nordic,0.63656898082977,-0.7449521518145356,0.016966605235538723
keto,"Marinated Mushrooms Recipe – {Vegan, Keto, Paleo, Gluten-Free}",american,-0.6471823999021337,-0.4037387852207699,2.614797970684126
keto,Keto Protein Desserts: Made With your Favourite Protien Powder,american,-0.6142171523358422,-0.7683524063420917,-0.8105356895945863
keto,"Garlic Oregano Olive Tapenade Recipe [Paleo, AIP, Keto]",mediterranean,-0.3629685087224843,-0.7020785820249672,-0.44072742856736524
keto,"Mushroom, Spinach and Bacon Egg Muffins (Paleo, Whole30 + Keto)",american,0.25713452657856883,-0.5025577911221962,0.806054708610123
keto,Keto Instant Pot or Slow Cooker Chili Queso Dip,american,-0.45685264283864596,-0.774269712084692,-0.2656930423403063
keto,"Keto Lemon Cake With Blueberries {Low-Carb, Gluten-Free}",american,-0.2601748482370547,-0.5688854091278895,-0.13718160013616235
keto,Keto Low Carb Pot Roast Slow Cooker Recipe,american,3.5146801053421837,-0.5722744115077425,0.07946133461843341
keto,"Slow Cooker Zuppa Toscana (low carb, keto friendly)",italian,0.7564021104964249,-0.2734504715064232,2.302979576502369
keto,"Low Carb Hamburger Soup Recipe (Whole30, Keto, Paleo)",american,1.0064256942340082,-0.42122173400572555,0.7492115340469133
keto,Keto Low Carb Pizza Casserole Recipe (Easy) - 5 Ingredients,italian,0.7182025161881883,-0.3383794536093202,0.5810573015133841
keto,"No Churn Mint Chip Ice Cream | Keto, Sugar Free",american,-0.7856141658646354,0.10353569798579018,0.7773874015537492
keto,"Orange and Five-Spice Roasted Chicken Legs | Keto, Paleo",mediterranean,6.61519528184745,-0.5939532680010875,4.665165677947564
keto,"Cream Cheese Spinach Stuffed Chicken (Low-carb, Keto)",american,0.3275197848957862,-0.7334403024607493,-0.15167906684752844
keto,"Easy Crockpot Chicken Stew (Low Carb, Keto) recipes",american,0.7419241301463643,-0.5708757756049461,0.5351896102231859
keto,"Chocolate Coconut Coffee Creamer {Paleo, Dairy-Free, Keto, Vegan}",american,-0.9023289613020464,-0.7391424334490734,-0.7267452463983853
keto,Broccoli Cheddar Soup (Keto-3.7 net carbs per serving),american,0.3675012844778764,0.2150500143895228,1.8838635473381853
keto,"Super Sloppy Joe Stuffed Peppers (keto, low carb)",american,0.5287637117616274,-0.5796979405302776,0.380795685076716
keto,Easy Keto Low Carb Meatballs Recipe - Italian Style,italian,0.23697672316810012,-0.6657140485522595,-0.019318014838671505
keto,"Taco Salad - Low Carb, Keto, Gluten-Free recipes",mexican,-0.2835623549563832,-0.6368806314792249,-0.3000119042163651
keto,Low Carb Keto Sausage Balls Recipe With Cream Cheese,american,1.2704817820031888,-0.4681836241265449,2.2450716162484943
keto,"Chicken Skillet with Bacon Brussels Sprouts (Paleo, Whole30 + Keto)",italian,2.239281405581469,-0.4942197693939866,-0.14545416588671595
keto,Easy Keto Shrimp Scampi - Low Carb & Gluten Free,south east asian,0.4880026286222261,-0.6080472144061903,-0.45948403804139265
keto,Chicken Parmigiana (Keto/Gluten-free/Low-carb) recipes,italian,1.8372390281682498,-0.47216435708065796,0.44075131012033186
keto,The Best Low Carb Keto Psyllium-Flax Bread recipes,american,0.2727261977247879,0.18772282059642292,0.4432904144596107
keto,Chicken Pot Pie Soup | Keto | Low carb recipe,american,-0.2601748482370547,-0.7103628100646079,-0.12342129274910289
keto,"Mini Zucchini Avocado Burgers Recipe [Paleo, Keto, AIP]",american,-0.4320173380843114,-0.7363451616434804,-0.19893917019475024
keto,"Coconut Oil Baked Spaghetti Squash Recipe [Paleo, AIP, Keto]",italian,-0.898096936276644,-0.6681347645378687,-0.828964672702255
keto,"Paleo Caesar Dressing Recipe (2 Methods) [Keto, Dairy-Free]",american,-0.7901802981288852,-0.7861043235698927,0.9053254976167657
keto,Low carb and Keto Chocolate Candy Kisses (Baci) recipes,american,-0.7393959978240576,-0.6181604278571801,0.18151694773912394
keto,Low Carb Keto Soy Wrapped Spicy Salmon Sushi Roll,nordic,0.06312958988775814,-0.7717952024105136,-0.21048799960888945
keto,"Keto Chicken Cauliflower Casserole Recipe [Dairy-Free, Paleo]",italian,0.3434455632808527,-0.26957732592944844,0.25080992422395854
keto,Instant Pot Broccoli Cheese Soup--HUGE Batch KETO,american,1.1547693082823205,-0.017500101294672173,5.6066000416788775
keto,"Low Carb Mexican Pizza - Keto, Gluten Free recipes",italian,0.6150747484639112,-0.6115438041631814,0.7445428583263037
keto,"Baked Tuna Melt Jalapeño Poppers (Keto, Gluten-Free)",mexican,2.353211974028483,0.18987456813918657,1.339758059408212
keto,Keto Pizza Cauliflower Casserole (low carb and gluten free),italian,2.0820282651638884,-0.39846700374099864,2.366211465209571
keto,Sara Louise's Keto Hungarian Chicken Paprikash (Instant Pot),central europe,1.7846728225895685,-0.4536593282128894,0.9255564257394066
keto,"Paleo Passion Fruit Coconut Yogurt Parfait Recipe [AIP, Keto]",french,-0.9081201534420705,1.9102505222673942,-0.9353613351771966
keto,Wednesday Keto Diet Plan | Veg and Non-Vegetarian Recipes,american,1.1641243109700519,-0.5614618801053546,1.300033362487237
keto,"Almond Butter Freezer Fudge (Keto, Vegan, Gluten-free, Paleo)",american,-0.3137433755322786,-0.4143899355574505,0.6789356784630028
keto,Keto Rocket Fuel Cafe Mocha with Chia Seeds recipes,american,-0.8768254420700167,-0.7657703092907749,-0.7339530264582736
keto,Priya's Keto Avocado Garlic Chutney - Step by Step Recipe,indian,-0.8438601945037251,-0.6411303328761834,-0.6960302745522706
keto,Broccoli Kale Pizza Crust Recipe | Crispy Keto Pizza Crust,italian,-0.3976042924830137,-0.4341860129508773,-0.6346822374516309
keto,"BLTA Stuffed Tomatoes - Low Carb, Paleo, Keto, GF recipes",italian,-0.6351545393036219,-0.624938432616886,-0.059042711759646475
keto,Sara Louise's Keto Herbed Mustard Cod With Cauliflower Rice,mediterranean,0.47719982789948867,-0.7357534310692204,-0.5356571682197572
keto,4-Ingredient THM Chocolate Coconut Candy (easy keto fat bombs!),french,-0.8799437762992605,-0.7479108046858357,0.8487280428283248
keto,Instant Pot® Keto Thai Chicken Soup (Tom Kha Gai),south east asian,1.0240220088133127,-0.5096585580133167,0.754944995458188
keto,"Chocolate Keto Brownies (Low Carb, Sugar-free, Grain-Free)",french,-0.5438318940186249,-0.6423137940247035,0.04735395071529482
keto,"Dry Rubbed Ribs - Low Carb, Keto, Gluten-Free recipes",american,1.4142592637872513,-0.6919653685739775,0.5195454512295649
keto,Coconut Curry Chicken: A Keto Low Carb Curry Recipe,indian,0.2976728715587383,-0.5581804651026399,0.1968334803663865
keto,"Keto Chicken Jalapeno Poppers Recipe [Dairy-Free, Low Carb, Paleo]",american,-0.274095983189036,-0.7916450734925095,-0.2622529654935414
keto,"Pumpkin Spice Vegan Keto Doughnuts (paleo, nut free) recipes",american,-0.8280457851982743,-0.6218721923684475,-0.6507359294032001
keto,Sheet Pan Keto Chicken Sausage with Roasted Brussels Sprouts and Tomatoes,mediterranean,-0.6206765589535614,-0.6696409878178033,-0.3317916617531452
keto,Ultimate Keto Fathead Cauliflower Pizza Crust in the Known Universe,italian,-0.33301022630582067,-0.635266820822152,-0.31197026658845245
keto,"Creamy Avocado Zoodles with Bacon {Keto, Low Carb, Paleo} — Steemit",american,-0.6776975277168767,-0.6257453379454224,-0.3410471066027744
keto,"Creamy Paleo Cauliflower Mash Recipe [Dairy-Free, Keto, AIP]",american,-0.8557766860226209,-0.7371520669720169,-0.6428728966105948
keto,"Dijon Chicken Drummies - Low Carb, Gluten-Free, Keto recipes",french,-0.45384567768901807,-0.5969657145609568,-0.3877338638088687
keto,Making Low Carb Keto Ice Cream For The First Time recipes,american,-0.7672382677280201,-0.6953543709538305,0.023764852337478763
keto,Meat Lover's Scramble Keto Egg Bake (Low Carb Friendly),american,0.5939146233368996,-0.7316651107379691,0.8149825270933937
keto,"Gluten Free, Keto Friendly, Low Carb, Buffalo Chicken Casserole",american,0.5314365696724076,-0.5410740721376679,0.8127710491204733
keto,"Keto Cauliflower Fried Rice Recipe, Low Calorie, Low Carb",chinese,-0.5630987447921669,-0.5049247134192364,-0.6400880724965472
keto,Creamy Blue Cheese Dressing – Low Carb Keto Nom! recipes,american,-0.7647881479764714,-0.7869650225869982,-0.43024338484389146
keto,Sara Louise's Keto Four Cheese Zucchini And Cauliflower Gratin,french,1.2366255817999705,-0.32111167957864084,2.1688165794785403
keto,"Keto Samoa Bars {THM:S, Low Carb, Ketogenic, Sugar-Free}",american,-0.8010944679312386,-0.4763602647890473,0.37407934456636566
keto,Easy Low Carb Egg Salad and Day One Back on Keto,american,-0.5627646375533194,-0.8018120806320683,-0.5762009310566285
keto,Easy Fresh Salsa – Low Carb Keto | Sugar Free recipes,mexican,-0.8318323339052133,-0.5750178896247664,-0.7201927190712143
keto,"No-Cook Refreshing Mint Avocado Chilled Soup [Paleo, Keto, AIP]",american,-0.8271548325613474,-0.6808838687287442,-0.31852279391562355
keto,Zesty keto chicken broth with broccoli rice and leafy greens,american,0.6178589754543075,-0.3372497861493692,0.041948115670378656
keto,Instant Pot® Keto Chicken Thighs in Lemon-Garlic Cream Sauce,american,0.6088380800054236,-0.6614643471553011,0.8868965145090969
keto,Easy Keto Broccoli Slaw Recipe (Low Carb and Gluten Free),american,-0.8006489916127751,-0.6622712524838374,-0.3451424361822563
keto,Keto Broccoli Cheddar Muffins (Gluten-free/Low Carb) recipes,italian,0.2727261977247879,-0.4557572820670841,0.5600073074748466
keto,"Keto Strip Steak Lettuce Wraps (Low Carb, Grain Free)",american,1.0849408953631827,-0.5413430405805132,0.39496552542172375
keto,"Best Keto & Paleo Tortillas, Taco Shells & Nachos recipes",mexican,-0.2885739635390965,-0.28732924315724967,0.36187526241950935
keto,"Oven Roasted Garlic Parmesan Cabbage Steaks (Keto, GAPS, Low-Carb)",american,-0.7310433168528688,-0.7024013441563818,-0.5960223262213212
keto,Interested in the keto diet? Try this noodle bowl | CBC News,asian,-0.5058550378696199,-0.35225822526014655,-0.7776092397755513
keto,"Broccoli & Chicken Stir Fry Recipe – Low Carb, Keto & Paleo recipes",chinese,0.23653124684963664,-0.5555983680513232,-0.14938568228301854
keto,Fat Bomb Chive Cream Cheese Dip | Keto Fat Bomb Recipe,american,-0.7507556439448744,-0.743553515911739,0.13409303120872265
keto,"Fresh Chive and Bacon Fat Roasted Black Radishes (AIP/Paleo, Keto)",french,-0.8881850881908333,-0.7325796034436438,-0.5360667011777053
keto,"AIP Lime Pickled Radishes [Paleo, Keto] – An Easy Side Dish Recipe",american,-0.9224867647125151,-0.7949264884952243,-0.9602609390204467
keto,"Low Carb Crispy Walnut Shrimp - Gluten-Free, Keto, LCHF recipes",american,0.18875391169443706,-0.7643716733879786,-0.11301915561721874
keto,Bombay Sloppy Joe on Low-Carb Buns recipes,american,0.2906566195429398,-0.4327335833595117,0.1468704594967064
keto,"Crispy Fried Onions {Gluten-Free Fried Onions} - Whole30, Paleo, Keto",french,-0.6034143516131047,-0.23751628754226822,-0.14381603405492313
keto,Low-Carb Chocolate Hazelnut Spread aka Keto Nutella recipes,american,-0.17575708588824032,0.13747951547288875,1.9259635354152602
keto,Have A Very Keto Christmas With These 4-Ingredient Chocolate Orange Fat Bombs,italian,-0.8568903768187794,-0.731503729672262,0.7161212710446989
keto,"Easy Baked Jicama Fries | Low-Carb, Keto, GF + Vegan",american,-0.8620133544811086,-0.5305843028666943,-0.3957607097846533
keto,Keto Dinner rolls - egg and dairy free! (none of that fathead here),american,-0.2426899027373663,-0.6790010896288258,-0.5454040526189242
keto,"Strawberry Oregano Turkey Burgers (Whole30, Paleo, Keto, Nut Free) recipes",american,1.2834005952386274,-0.5543611132142342,0.029662126931932778
keto,"Low Carb Chicken and Cheese Quesadillas {Gluten-free, Keto-friendly} recipes",mexican,0.25011827456277036,-0.6878232545541573,-0.3553807601309612
keto,Pork Curry over Cauliflower Rice | Low Carb | Keto | Gluten Free,south east asian,0.25078648904046547,-0.6094458503089868,-0.5901250516268671
keto,"Low Carb Chocolate Peanut Butter Cups {Gluten Free, Keto-Friendly} recipes",american,-0.6419480531601888,-0.5800207026616921,1.2416339626838244
keto,"Aunt Rocky’s Chorizo and Spaghetti Squash Casserole (Low Carb, Keto)",italian,0.484438818074519,-0.39900494062668956,0.6591142832983102
keto,Keto Chicken Pad Thai - Low Carb Stir Fried Noodles Recipe,south east asian,0.8727827986949881,1.3827496121588547,0.2811153631121252
keto,"Easy Tomato Feta Soup Recipe - Low Calorie, Low Carb, Keto",mediterranean,-0.6073122693996594,-0.4501089447673292,-0.2887087945769949
keto,4 Ingredient Mushroom Soup Recipe – Dairy Free + Low Carb + Keto Diet recipes,american,-0.7469690952379355,-0.7002495966136182,-0.1925504560507585
keto,"Baked Low Carb Zucchini Fries (Paleo, AIP, Keto, Dairy Free)",french,-0.6448436492302009,-0.5091206211276258,-0.16560318741776714
keto,"Keto Asian Meatballs Recipe with Dipping Sauce [Paleo, Dairy-Free]",italian,0.11680948626259781,-0.6307481509823482,0.014673220671028815
keto,"Low Carb Vegan Ranch Dressing (dairy free, soy-free, keto) recipes",american,-0.5054095615511566,-0.5965353650524042,-0.29829186579298267
keto,Keto Lamb Shanks Recipe Pressure Cooker [or Slow] - Falls Off The Bone,middle eastern,1.5352060842500646,-0.6412379202533216,0.7474914956235309
keto,"Aunt Rocky’s Keto Hot Cocoa Mix (Sugar Free, Dairy Free, Low Carb)",american,-0.5047413470734615,0.07378778820708098,-0.6785841705436775
keto,"The Best Keto Pizza - Gluten-Free, Low Carb and Protein-Packed! recipes",italian,0.6286617761770449,-0.579375178398863,0.49595635285174877
keto,"Vietnamese Pho-Inspired Tomato Beef Soup (Paleo, Whole30, Keto) recipes",south east asian,0.19677248542677825,-0.6072941027662231,-0.36144184790859446
keto,"Low Carb Beef and Cheddar Cauliflower Bake, THM S meal, Keto too",british,6.98928402027709,-0.21282498448905388,8.496018873186578
keto,"Vegan Keto Buffalo Jackfruit Dip (soy-free, dairy-free, coconut-free)",american,-0.6265791201732015,0.10305155478866831,-0.12432226525658892
keto,Easy keto and Low Carb Chicken Broccoli Casserole (Paleo and Gluten Free),italian,0.6068334365723381,-0.5843779914357887,-0.02767248718081467
keto,Creamy Chicken Alfredo Zoodles with Mushrooms – Low Carb Keto Ease! recipes,french,-0.45774359547557275,-0.695085402510985,-0.4775853947827029
keto,Keto-Friendly Watergate Salad (aka Pistachio Cheesecake Mousse with Pineapple and Cherries),american,-0.7265885536682349,-0.5634522465824111,0.023191506196351228
keto,"No Bake Pumpkin Keto Cheesecake Bars (Low Carb, Sugar Free, Gluten Free)",american,-0.5308017117035704,-0.6189135394971474,0.41773555788364347
keto,Large Family Keto Instant Pot Beef Stew (Low Carb/THM S),french,2.0685526065303708,-0.4524220733758003,-0.4861036803080254
keto,Sara Louise's Keto Salmon Burgers With Homemade Thai Sweet Chilli Sauce,south east asian,1.714621671511199,-0.5865835326671217,0.7373350782664155
keto,Pumpkin in Browned Butter – aka Refried Pumpkin | Keto Allergy KISS Day 2 recipes,american,-0.8091130416635798,-0.6879308419312955,-0.6309145342385075
keto,"Low Carb Blueberry Cheesecake Ice Cream (Keto, Sugar Free, Gluten Free)",american,-0.7006395581177418,-0.7034234242391946,-0.016533190724623746
keto,"Kung Pao Cauliflower Chicken - Low Carb, Keto, Paleo and Gluten-Free! recipes",eastern europe,2.017879675305159,-0.26091654206982423,-0.5244359651719765
keto,"Wedge Salad with Homemade Blue Cheese Dressing - Low Carb, Keto, GF recipes",american,-0.03988680875690319,-0.5426878827947406,2.063320889511085
keto,"Low Carb Taco Soup for the Instant Pot or Slow Cooker, Keto, THM too",french,5.548279499127606,-0.2654352119096282,4.5906306796009915
keto,Never Fail Hollandaise – Low Carb Keto | Gluten Free | Egg Fast Magic recipes,french,-0.8419669201502556,-0.7949264884952243,-0.024150503742460246
keto,"Peanut Butter Chocolate Chip Mason Jar Ice Cream (Keto, L/C, S/F)",american,-0.7784865447692211,-0.5038488396478544,-0.05150730533339966
keto,This super-greens keto omelette with prawn and avocado is your new weeknight saviour,japanese,-0.062271993759689115,-0.3298800508154033,0.3025748901086107
keto,"Healthy Homemade Keto Ice Cream in a Jar | Low Carb, Trim Healthy Mama S, too",american,-0.7155630147862657,-0.5403747541862696,0.6282354982690161
keto,"Paleo Chocolate Mousse Cake (dairy Free, Raw Dessert, Keto, Paleo, Gluten Free) recipes",american,-0.3833490502921849,0.6779447045265798,1.2066598480750481
keto,Dinners don't get easier than this maple-glazed keto salmon and greens recipe,american,0.31348728086418903,-0.3931414285726582,-0.25185082836165723
keto,"Pork rind tortillas: A keto-friendly recipe that replicates our go-to shells for tacos, fajitas and more",mexican,-0.2960356918733585,-0.812517024657318,-0.4553887084619107
keto,"No-Beans Hummus from The Keto Diet (reprinted with permission, ©Leanne Vogel, Victory, 2017) recipes",mediterranean,-0.6702357993826148,-0.553123858377145,0.015164660220566669
keto,Egg Fast Recipe – Tex Mex White Egg Pizza a Low Carb Keto Pizza Bonanza! recipes,italian,-0.6411684696028779,-0.7724945203619118,-0.4648079664947192
keto,"Thai Coconut Red Curry Chicken Thighs with Bok Choy - Paleo, Gluten-Free, Keto, Low Carb recipes",south east asian,2.1971838934866774,-0.49911499505377416,2.762311742137066
keto,Fried cabbage and sausage,middle eastern,-0.5938366107661416,-0.4919066407855155,-0.15339910527091094
keto,"Low Carb ""Breading""",american,-0.2909127142110293,-0.784598100289958,-0.6305869078721489
keto,Banana chia pudding,british,-0.831275488507134,-0.6971295626766106,-0.5055974491063595
keto,Aunt Rocky’s Spam Scramble,american,-0.20838822621568448,-0.7556570958397852,-0.3297439969634042
keto,Orange cream jello cups,mediterranean,-0.8551084715449259,-0.6900287957854901,-0.6003633755755721
keto,Aunt Rocky’s Garlic Butter Shrimp with Asparagus,french,-0.3620775560855576,-0.7530212050998998,-0.3825737485387214
keto,Egg and mozzarella pizza crust (1/2 pie),italian,0.603158256945015,-0.7415093557461134,0.24376595734724968
keto,Aunt Rocky’s Chicken & Avocado Wraps Filling,american,-0.7900689290492695,-0.7835222265185762,-0.6463948800489494
keto,Orange Dream,british,-0.7457440353621612,-0.33316146581811806,0.1319634598273921
keto,Adam's Vanilla Chia Pudding,british,-0.7066534884169977,-0.5432258196804316,-0.3369517770232924
keto,"Aunt Rocky’s Quick Protein Eggnog (Sugar Free, Low Carb)",world,-0.8479808504495114,-0.5992788431694279,-0.8291284858854343
keto,Sausage and Cheese Balls,american,1.4913266668814193,-0.745221120257381,1.7872137692624108
keto,Macadamia Crusted Mahi Mahi,mediterranean,-0.027970317238007306,-0.7698586296220262,-0.47045952131440427
keto,Fully loaded pan fried radishes,british,-0.6419480531601888,-0.7710958844591154,-0.7545934875388627
